종목코드,종목명,상장일,분류체계,운용사,수익률(최근 1년),기초지수,추적오차,순자산총액,괴리율,변동성,복제방법,총보수,과세유형
"435040","ACE 글로벌브랜드TOP10블룸버그","2022/06/28","주식-전략-전략테마","한국투자신탁운용","44.76","Bloomberg Global Select Industry Leaders TOP10 Index(PR)","1.59","14718281546","-0.42","보통","실물(패시브)","0.500000","배당소득세(보유기간과세)"
"497510","ACE 글로벌빅파마","2024/11/19","주식-업종섹터-업종테마","한국투자신탁운용","0.00","Solactive Global Big Pharma Index (Price Return)","0.56","8346814279","-0.61","낮음","실물(패시브)","0.300000","배당소득세(보유기간과세)"
"460960","ACE 글로벌인컴TOP10 SOLACTIVE","2023/07/11","혼합자산-주식+채권","한국투자신탁운용","14.58","Solactive Global Superior Income TOP 10 Price Return Index","1.11","39746417720","0.25","매우낮음","실물(패시브)","0.240000","배당소득세(보유기간과세)"
"440640","ACE 단기채권알파액티브","2022/08/23","채권-혼합-단기","한국투자신탁운용","3.77","KIS 단기채권알파AA-이상 총수익지수","0.08","53634544254","0.00","매우낮음","실물(액티브)","0.150000","배당소득세(보유기간과세)"
"190620","ACE 단기통안채","2013/12/23","채권-국공채-단기","한국투자신탁운용","0.17","KIS MSB 단기지수(총수익)","0.04","109469699786","0.01","매우낮음","실물(패시브)","0.070000","배당소득세(보유기간과세)"
"494330","ACE 라이프자산주주가치액티브","2024/10/15","주식-전략-전략테마","한국투자신탁운용","0.00","FnGuide 기업가치 지수(시장가격)","11.40","16397013313","0.33","보통","실물(액티브)","0.500000","배당소득세(보유기간과세)"
"265690","ACE 러시아MSCI(합성)","2017/03/21","주식-시장대표","한국투자신탁운용","-9.07","MSCI Russia 25% Capped Price Return Index","1.40","89080687","18010.07","매우낮음","합성(패시브)","0.000000","배당소득세(보유기간과세)"
"152500","ACE 레버리지","2012/01/27","주식-시장대표","한국투자신탁운용","-13.69","코스피 200","3.60","7638225693","0.33","매우높음","실물(패시브)","0.300000","배당소득세(보유기간과세)"
"483330","ACE 마이크로소프트밸류체인액티브","2024/06/11","주식-업종섹터-업종테마","한국투자신탁운용","0.00","KEDI 글로벌생성형AI 지수","11.48","59943919789","-0.55","매우높음","실물(액티브)","0.450000","배당소득세(보유기간과세)"
"291130","ACE 멕시코MSCI(합성)","2018/03/09","주식-시장대표","한국투자신탁운용","-17.23","MSCI MEXICO IMI 25/50 Price return Index","1.69","11499811151","-1.51","매우높음","합성(패시브)","0.500000","배당소득세(보유기간과세)"
"452250","ACE 미국30년국채선물레버리지(합성 H)","2023/02/07","채권-국공채-장기","한국투자신탁운용","-20.96","S&P Ultra T-Bond Futures Index(ER)","0.35","80240196152","0.12","매우높음","합성(패시브)","0.250000","배당소득세(보유기간과세)"
"476760","ACE 미국30년국채액티브","2024/03/12","채권-국공채-장기","한국투자신탁운용","0.00","Bloomberg U.S Treasury 20+ Year Total Return Index","2.32","72015306578","0.12","낮음","실물(액티브)","0.050000","배당소득세(보유기간과세)"
"453850","ACE 미국30년국채액티브(H)","2023/03/14","채권-국공채-장기","한국투자신탁운용","-11.52","Bloomberg U.S Treasury 20+ Year Total Return Index","2.30","1763611152434","0.08","낮음","실물(액티브)","0.050000","배당소득세(보유기간과세)"
"476750","ACE 미국30년국채엔화노출액티브(H)","2024/03/12","채권-국공채-장기","한국투자신탁운용","0.00","Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged","4.50","101500146293","0.13","높음","실물(액티브)","0.150000","배당소득세(보유기간과세)"
"480030","ACE 미국500데일리타겟커버드콜(합성)","2024/04/23","주식-전략-구조화","한국투자신탁운용","0.00","Bloomberg US 500 Large Cap Premium Decrement 15% Distribution Index","0.69","132479905599","-0.51","낮음","합성(패시브)","0.450000","배당소득세(보유기간과세)"
"280320","ACE 미국IT인터넷S&P(합성 H)","2017/10/17","주식-업종섹터-정보기술","한국투자신탁운용","39.74","다우존스 인터넷 종합지수","0.59","16392103704","0.05","높음","합성(패시브)","0.500000","배당소득세(보유기간과세)"
"360200","ACE 미국S&P500","2020/08/07","주식-시장대표","한국투자신탁운용","41.85","S&P 500","0.13","1615065064381","-0.18","낮음","실물(패시브)","0.070000","배당소득세(보유기간과세)"
"438080","ACE 미국S&P500채권혼합액티브","2022/08/26","혼합자산-주식+채권","한국투자신탁운용","24.07","S&P500 and Short-Term Treasury 30/70 Blend Index","2.57","189388251648","0.14","매우낮음","실물(액티브)","0.150000","배당소득세(보유기간과세)"
"309230","ACE 미국WideMoat동일가중","2018/10/25","주식-전략-가치","한국투자신탁운용","26.44","MorningStar Wide Moat Focus Index","0.43","133477905553","-0.14","낮음","실물(패시브)","0.400000","배당소득세(보유기간과세)"
"367380","ACE 미국나스닥100","2020/10/29","주식-시장대표","한국투자신탁운용","47.35","NASDAQ 100","0.13","1276721789522","-0.12","보통","실물(패시브)","0.070000","배당소득세(보유기간과세)"
"438100","ACE 미국나스닥100채권혼합액티브","2022/08/26","혼합자산-주식+채권","한국투자신탁운용","25.50","NASDAQ-100 US T-Bills 30/70 Index","3.90","89745998859","0.09","매우낮음","실물(액티브)","0.150000","배당소득세(보유기간과세)"
"456880","ACE 미국달러SOFR금리(합성)","2023/04/25","기타","한국투자신탁운용","16.86","Solactive SOFR Daily Total Return Index","0.08","180590355144","0.01","매우낮음","합성(패시브)","0.050000","배당소득세(보유기간과세)"
"440650","ACE 미국달러단기채권액티브","2022/08/23","채권-국공채-단기","한국투자신탁운용","15.78","Bloomberg Short-Term Treasury Total Return Index","0.37","14046278752","-0.04","매우낮음","실물(액티브)","0.300000","배당소득세(보유기간과세)"
"480040","ACE 미국반도체데일리타겟커버드콜(합성)","2024/04/23","주식-전략-구조화","한국투자신탁운용","0.00","Bloomberg US Listed Semiconductor Premium Decrement 15% Distribution Index","0.70","90208857784","-1.11","매우높음","합성(패시브)","0.450000","배당소득세(보유기간과세)"
"402970","ACE 미국배당다우존스","2021/10/21","주식-전략-배당","한국투자신탁운용","21.62","Dow Jones U.S. Dividend 100 Price Return Index","0.43","561806346748","-0.08","낮음","실물(패시브)","0.010000","배당소득세(보유기간과세)"
"181480","ACE 미국부동산리츠(합성 H)","2013/08/01","부동산-리츠","한국투자신탁운용","4.93","Dow Jones U.S. Real Estate Index","0.63","10237921362","-0.38","보통","합성(패시브)","0.300000","배당소득세(분리과세부동산ETF)"
"480020","ACE 미국빅테크7+데일리타겟커버드콜(합성)","2024/04/23","주식-전략-구조화","한국투자신탁운용","0.00","Bloomberg US Big Tech Top 7 Plus Premium Decrement 15% Distribution Index","0.70","180723036854","-0.38","매우높음","합성(패시브)","0.450000","배당소득세(보유기간과세)"
"465580","ACE 미국빅테크TOP7 Plus","2023/09/12","주식-업종섹터-업종테마","한국투자신탁운용","85.06","Solactive US Big Tech Top 7 Plus Price Return Index","0.16","530120278888","0.00","매우높음","실물(패시브)","0.300000","배당소득세(보유기간과세)"
"465610","ACE 미국빅테크TOP7 Plus레버리지(합성)","2023/09/12","주식-업종섹터-업종테마","한국투자신탁운용","207.87","Solactive US Big Tech Top 7 Plus Price Return Index","0.35","96216764754","0.07","매우높음","합성(패시브)","0.600000","배당소득세(보유기간과세)"
"465620","ACE 미국빅테크TOP7 Plus인버스(합성)","2023/09/12","주식-업종섹터-업종테마","한국투자신탁운용","-49.18","Solactive US Big Tech Top 7 Plus Price Return Index","0.93","2421113026","0.37","매우높음","합성(패시브)","0.600000","배당소득세(보유기간과세)"
"473590","ACE 미국주식베스트셀러","2023/12/27","주식-전략-전략테마","한국투자신탁운용","0.00","FnGuide 미국 주식 베스트셀러 지수(시장가격지수)","0.55","33709494973","0.12","매우높음","실물(패시브)","0.300000","배당소득세(보유기간과세)"
"391600","ACE 미국친환경그린테마INDXX","2021/08/05","주식-전략-전략테마","한국투자신탁운용","-3.95","Indxx US Green Infrastructure Price return Index","0.57","15011283013","-0.13","매우높음","실물(패시브)","0.700000","배당소득세(보유기간과세)"
"455660","ACE 미국하이일드액티브(H)","2023/04/18","채권-회사채-중기","한국투자신탁운용","0.00","Markit iBoxx USD Liquid High Yield Total Return Index","2.21","6059791872","0.20","매우낮음","실물(액티브)","0.240000","배당소득세(보유기간과세)"
"245710","ACE 베트남VN30(합성)","2016/07/01","주식-시장대표","한국투자신탁운용","26.00","VN30 Index(PR)","0.18","232563194868","-1.32","낮음","합성(패시브)","0.700000","배당소득세(보유기간과세)"
"131890","ACE 삼성그룹동일가중","2010/09/17","주식-전략-기업그룹","한국투자신탁운용","-0.86","MKF SAMs EW 지수","0.86","5044985785","-0.13","높음","실물(패시브)","0.150000","비과세"
"108450","ACE 삼성그룹섹터가중","2009/02/03","주식-전략-기업그룹","한국투자신탁운용","-10.70","MKF SAMs SW","0.35","37539572235","-0.05","높음","실물(패시브)","0.150000","비과세"
"316300","ACE 싱가포르리츠","2019/01/29","부동산-리츠","한국투자신탁운용","0.85","Morningstar Singapore REIT Yield Focus Index(PR)","1.25","6291674664","-0.66","낮음","실물(패시브)","0.400000","배당소득세(분리과세부동산ETF)"
"277540","ACE 아시아TOP50S&P","2017/08/23","주식-시장대표","한국투자신탁운용","37.90","S&P ASIA50 Price Return Index","2.65","23304229155","-0.76","높음","실물(패시브)","0.700000","배당소득세(보유기간과세)"
"483420","ACE 애플밸류체인액티브","2024/06/11","주식-업종섹터-업종테마","한국투자신탁운용","0.00","Bloomberg Top 30 Supply Chain Plus Apple Price Return Index","18.22","18019353689","-0.77","매우높음","실물(액티브)","0.450000","배당소득세(보유기간과세)"
"483320","ACE 엔비디아밸류체인액티브","2024/06/11","주식-업종섹터-업종테마","한국투자신탁운용","0.00","KEDI 글로벌AI반도체 지수","14.02","147901896369","-0.26","매우높음","실물(액티브)","0.450000","배당소득세(보유기간과세)"
"448540","ACE 엔비디아채권혼합블룸버그","2022/11/29","혼합자산-주식+채권","한국투자신탁운용","47.26","Bloomberg Blended NVIDIA Equity and Korean Bond Index","0.87","146485987425","-0.31","높음","실물(패시브)","0.070000","배당소득세(보유기간과세)"
"433500","ACE 원자력테마딥서치","2022/06/28","주식-업종섹터-업종테마","한국투자신탁운용","46.75","DeepSearch 원자력테마 지수 (시장가격지수)","1.85","12073586851","-0.37","매우높음","실물(패시브)","0.300000","비과세"
"256440","ACE 인도네시아MSCI(합성)","2016/11/01","주식-시장대표","한국투자신탁운용","-1.29","MSCI Indonesia Index","0.16","26082902564","-0.87","낮음","합성(패시브)","0.700000","배당소득세(보유기간과세)"
"487920","ACE 인도시장대표BIG5그룹액티브","2024/09/10","주식-전략-기업그룹","한국투자신탁운용","0.00","Indxx India Big 5 Conglomerates Index (Price Return)","4.66","25350746944","-0.62","보통","실물(액티브)","0.450000","배당소득세(보유기간과세)"
"487910","ACE 인도컨슈머파워액티브","2024/09/10","주식-업종섹터-업종테마","한국투자신탁운용","0.00","Indxx India Super Consumption Index (Price Return)","7.40","55829460462","-0.88","높음","실물(액티브)","0.450000","배당소득세(보유기간과세)"
"145670","ACE 인버스","2011/09/08","주식-시장대표","한국투자신탁운용","5.22","코스피 200 선물지수","0.26","2934315778","-0.40","높음","실물(패시브)","0.150000","배당소득세(보유기간과세)"
"497520","ACE 일라이릴리밸류체인","2024/11/19","주식-업종섹터-업종테마","한국투자신탁운용","0.00","Solactive Eli Lilly Value Chain Index(PR)","2.37","8445821620","-1.25","보통","실물(패시브)","0.450000","배당소득세(보유기간과세)"
"238720","ACE 일본Nikkei225(H)","2016/03/03","주식-시장대표","한국투자신탁운용","22.30","Nikkei 225","1.26","22361144170","-0.11","매우높음","실물(패시브)","0.300000","배당소득세(해외주식투자전용ETF)"
"196030","ACE 일본TOPIX레버리지(H)","2014/06/16","주식-시장대표","한국투자신탁운용","32.32","TOPIX","8.36","20897877739","-1.01","매우높음","실물(패시브)","0.500000","배당소득세(보유기간과세)"
"205720","ACE 일본TOPIX인버스(합성 H)","2014/09/29","주식-시장대표","한국투자신탁운용","-20.87","TOPIX","1.42","7415769511","-0.28","높음","합성(패시브)","0.500000","배당소득세(보유기간과세)"
"469160","ACE 일본반도체","2023/10/17","주식-업종섹터-업종테마","한국투자신탁운용","4.21","Bloomberg Japan Semiconductor Select Top 25 Index(Price Return)","0.69","26776838607","-0.20","매우높음","실물(패시브)","0.450000","배당소득세(보유기간과세)"
"356540","ACE 종합채권(AA-이상)KIS액티브","2020/07/21","채권-혼합-중기","한국투자신탁운용","7.33","KIS 종합채권 AA-이상 총수익 지수(Total return Index)","0.22","715320837614","0.15","매우낮음","실물(액티브)","0.020000","배당소득세(보유기간과세)"
"447430","ACE 주주환원가치주액티브","2022/11/15","주식-전략-가치","한국투자신탁운용","15.20","FnGuide 올라운드 가치주 지수","9.78","16041525912","-0.18","보통","실물(액티브)","0.700000","배당소득세(보유기간과세)"
"416090","ACE 중국과창판STAR50","2022/01/13","주식-시장대표","한국투자신탁운용","22.02","STAR 50 Index(Price Return)","2.41","6807658995","-1.11","매우높음","실물(패시브)","0.500000","배당소득세(보유기간과세)"
"168580","ACE 중국본토CSI300","2012/11/29","주식-시장대표","한국투자신탁운용","28.36","CSI 300 Index","3.86","113300513049","-0.36","높음","실물(패시브)","0.700000","배당소득세(해외주식투자전용ETF)"
"219900","ACE 중국본토CSI300레버리지(합성)","2015/05/28","주식-시장대표","한국투자신탁운용","48.62","CSI 300 Index","4.55","6182077925","-0.88","매우높음","합성(패시브)","0.500000","배당소득세(보유기간과세)"
"272910","ACE 중장기국공채액티브","2017/06/29","채권-국공채-중기","한국투자신탁운용","5.65","KIS 종합채권국공채1-10Y지수","0.17","49951993543","0.11","매우낮음","실물(액티브)","0.080000","배당소득세(보유기간과세)"
"371870","ACE 차이나항셍테크","2020/12/16","주식-업종섹터-업종테마","한국투자신탁운용","29.56","Hang Seng TECH Index","0.65","6192365134","-0.30","매우높음","실물(패시브)","0.250000","배당소득세(보유기간과세)"
"496120","ACE 코리아밸류업","2024/11/04","주식-시장대표","한국투자신탁운용","0.00","코리아 밸류업 지수","0.15","26050264237","-0.34","보통","실물(패시브)","0.090000","비과세"
"354500","ACE 코스닥150","2020/05/07","주식-시장대표","한국투자신탁운용","-14.07","코스닥 150","0.11","18522468676","0.20","매우높음","실물(패시브)","0.020000","비과세"
"305050","ACE 코스피","2018/10/05","주식-시장대표","한국투자신탁운용","-2.89","코스피","0.57","6355799697","-0.07","보통","실물(패시브)","0.020000","비과세"
"457480","ACE 테슬라밸류체인액티브","2023/05/16","주식-업종섹터-업종테마","한국투자신탁운용","75.57","Bloomberg EV Supporters Plus Tesla Price Return Index","29.01","752852857054","1.49","매우높음","실물(액티브)","0.290000","배당소득세(보유기간과세)"
"469170","ACE 포스코그룹포커스","2023/10/17","주식-전략-기업그룹","한국투자신탁운용","-48.27","FnGuide 포스코그룹포커스 지수(시장가격)","0.67","33551907727","-0.11","매우높음","실물(패시브)","0.300000","비과세"
"261920","ACE 필리핀MSCI(합성)","2016/12/28","주식-시장대표","한국투자신탁운용","6.61","MSCI Philippines IMI Index","0.12","5603260349","-2.20","보통","합성(패시브)","0.500000","배당소득세(보유기간과세)"
"495710","BNK 26-06 특수채(AAA이상)액티브","2024/12/03","채권-국공채-단기","비엔케이자산운용","0.00","KAP 26-06 특수채 총수익 지수(AAA이상)","0.15","105795561497","0.05","매우낮음","실물(액티브)","0.100000","배당소득세(보유기간과세)"
"466810","BNK 2차전지양극재","2023/10/19","주식-업종섹터-업종테마","비엔케이자산운용","-43.92","iSelect 2차전지양극재 지수","0.50","4234660808","1.07","매우높음","실물(패시브)","0.395000","비과세"
"457930","BNK 미래전략기술액티브","2023/06/20","주식-업종섹터-업종테마","비엔케이자산운용","2.61","iSelect 미래전략기술 지수 (PR)","0.67","6122600431","0.01","높음","실물(액티브)","0.495000","배당소득세(보유기간과세)"
"487750","BNK 온디바이스AI","2024/07/23","주식-업종섹터-업종테마","비엔케이자산운용","0.00","FnGuide 온디바이스AI 지수","0.37","3900772854","-0.24","매우높음","실물(패시브)","0.395000","비과세"
"445690","BNK 주주가치액티브","2022/10/27","주식-전략-전략테마","비엔케이자산운용","7.90","FnGuide 주주가치 지수","6.00","13969599722","0.04","보통","실물(액티브)","0.495000","배당소득세(보유기간과세)"
"486240","DAISHIN343 AI반도체&인프라액티브","2024/06/18","주식-업종섹터-업종테마","대신자산운용","0.00","FnGuide AI반도체&인프라 지수","4.04","17159082977","-0.64","매우높음","실물(액티브)","0.360000","배당소득세(보유기간과세)"
"434960","DAISHIN343 K200","2022/06/28","주식-시장대표","대신자산운용","-5.22","코스피 200","0.68","32918458265","0.07","높음","실물(패시브)","0.100000","비과세"
"448570","FOCUS AI코리아액티브","2022/11/15","주식-시장대표","브이아이자산운용","-3.85","코스피","4.60","25519452353","0.09","높음","실물(액티브)","0.455000","배당소득세(보유기간과세)"
"285690","FOCUS ESG리더스","2017/12/13","주식-전략-전략테마","브이아이자산운용","4.28","KRX ESG Leaders 150","0.69","7943825180","-0.02","보통","실물(패시브)","0.100000","비과세"
"292730","FOCUS KRX300","2018/03/26","주식-시장대표","브이아이자산운용","-4.48","KRX 300","0.62","9483293988","-0.29","높음","실물(패시브)","0.100000","비과세"
"293180","HANARO 200","2018/03/30","주식-시장대표","엔에이치아문디자산운용","-4.96","코스피 200","0.68","419231911166","0.10","높음","실물(패시브)","0.036000","비과세"
"407310","HANARO 200 TOP10","2021/11/24","주식-규모-대형주","엔에이치아문디자산운용","-4.59","코스피 200 Top 10 지수","0.87","1580769553","-0.05","높음","실물(패시브)","0.150000","비과세"
"332930","HANARO 200TR","2019/08/28","주식-시장대표","엔에이치아문디자산운용","-3.17","코스피 200 TR","0.19","93741765623","-0.18","높음","실물(패시브)","0.070000","배당소득세(보유기간과세)"
"304780","HANARO 200선물레버리지","2018/08/14","주식-시장대표","엔에이치아문디자산운용","-15.06","코스피 200 선물지수","1.30","30520905344","-0.08","매우높음","실물(패시브)","0.450000","배당소득세(보유기간과세)"
"486780","HANARO 200선물레버리지1.5X","2024/07/09","주식-시장대표","엔에이치아문디자산운용","0.00","코스피 200 선물지수","0.20","4188674913","-0.16","매우높음","실물(패시브)","0.250000","배당소득세(보유기간과세)"
"306520","HANARO 200선물인버스","2018/09/18","주식-시장대표","엔에이치아문디자산운용","4.68","코스피 200 선물지수","0.20","4363074192","-0.57","높음","실물(패시브)","0.450000","배당소득세(보유기간과세)"
"489570","HANARO 25-12 은행채(AA+이상)액티브","2024/10/15","채권-회사채-단기","엔에이치아문디자산운용","0.00","KIS 은행채2512만기형 지수","0.08","60931475570","0.04","매우낮음","실물(액티브)","0.020000","배당소득세(보유기간과세)"
"448490","HANARO 32-10 국고채액티브","2022/11/22","채권-국공채-장기","엔에이치아문디자산운용","6.21","KAP 32-10 국고채 10년 총수익지수","0.20","41036520743","0.07","매우낮음","실물(액티브)","0.050000","배당소득세(보유기간과세)"
"454320","HANARO CAPEX설비투자iSelect","2023/04/18","주식-업종섹터-업종테마","엔에이치아문디자산운용","32.02","iSelect CAPEX 설비투자 지수(시장가격)","0.33","53239202179","-0.28","매우높음","실물(패시브)","0.450000","비과세"
"471290","HANARO CD금리액티브(합성)","2023/11/14","기타","엔에이치아문디자산운용","3.49","iSelect CD Index(총수익)","0.02","11944300271","0.00","매우낮음","합성(액티브)","0.020000","배당소득세(보유기간과세)"
"395290","HANARO Fn K-POP&미디어","2021/07/30","주식-업종섹터-업종테마","엔에이치아문디자산운용","-18.75","FnGuide K-POP & 미디어 지수","0.16","60981632344","0.08","매우높음","실물(패시브)","0.450000","비과세"
"395280","HANARO Fn K-게임","2021/07/30","주식-업종섹터-업종테마","엔에이치아문디자산운용","0.46","FnGuide K-게임 지수","0.32","12771342833","0.02","매우높음","실물(패시브)","0.450000","비과세"
"368190","HANARO Fn K-뉴딜디지털플러스","2020/11/10","주식-업종섹터-업종테마","엔에이치아문디자산운용","-16.22","FnGuide K-뉴딜 디지털 플러스 지수","0.24","34044439641","0.19","높음","실물(패시브)","0.450000","비과세"
"402460","HANARO Fn K-메타버스MZ","2021/10/13","주식-업종섹터-업종테마","엔에이치아문디자산운용","-6.58","FnGuide K-메타버스 MZ 지수(시장가격)","0.54","4864193063","0.09","보통","실물(패시브)","0.450000","비과세"
